right_eye_right_corner_x,right_eye_right_corner_y,right_eye_center_x,right_eye_center_y,right_eye_left_corner_x,right_eye_left_corner_y,left_eye_right_corner_x,left_eye_right_corner_y,left_eye_center_x,left_eye_center_y,left_eye_left_corner_x,left_eye_left_corner_y,filename
176,306,266,265,351,279,631,257,735,256,806,289,2022-09-28 14_30_19.082428-1292.jpg
172,310,261,268,358,277,625,260,734,250,814,289,2022-09-28 14_30_19.089176-1293.jpg
172,312,262,269,353,275,628,258,741,250,813,284,2022-09-28 14_30_19.094964-1294.jpg
172,308,259,267,360,277,636,258,737,255,798,279,2022-09-28 14_30_19.101644-1295.jpg
173,309,267,264,358,275,621,263,731,254,809,288,2022-09-28 14_30_19.107642-1296.jpg
171,314,265,264,354,275,635,259,732,246,809,284,2022-09-28 14_30_19.113739-1297.jpg
173,306,274,265,357,277,632,262,740,252,817,291,2022-09-28 14_30_19.120274-1298.jpg
174,306,264,259,358,278,639,259,733,248,805,283,2022-09-28 14_30_19.128973-1299.jpg
163,318,265,253,360,274,614,259,726,242,815,288,2022-09-28 14_30_19.137400-1300.jpg
175,306,269,258,359,276,619,261,726,242,813,284,2022-09-28 14_30_19.144148-1301.jpg
170,308,266,257,356,276,618,259,730,241,807,280,2022-09-28 14_30_19.150617-1302.jpg
174,302,269,261,355,276,629,262,732,242,814,284,2022-09-28 14_30_19.157180-1303.jpg
175,302,268,258,353,275,625,265,729,245,809,282,2022-09-28 14_30_19.161311-1304.jpg
168,306,267,256,355,275,618,262,726,245,809,284,2022-09-28 14_30_19.165358-1305.jpg
165,309,265,258,353,275,627,263,723,240,806,281,2022-09-28 14_30_19.170704-1306.jpg
172,307,266,256,355,277,624,262,726,241,809,284,2022-09-28 14_30_19.176944-1307.jpg
174,300,265,258,356,279,624,263,730,243,806,280,2022-09-28 14_30_19.182431-1308.jpg
171,306,270,259,360,278,624,260,730,248,807,281,2022-09-28 14_30_19.189090-1309.jpg
172,299,267,258,361,277,616,264,731,243,809,280,2022-09-28 14_30_19.195000-1310.jpg
175,298,268,256,352,276,623,260,730,246,805,282,2022-09-28 14_30_19.201688-1311.jpg
175,302,270,260,355,277,623,259,727,239,803,283,2022-09-28 14_30_19.207599-1312.jpg
170,306,268,260,361,276,630,263,730,249,813,282,2022-09-28 14_30_19.213880-1313.jpg
171,305,266,258,360,276,628,259,730,245,807,284,2022-09-28 14_30_19.220227-1314.jpg
173,302,265,255,359,276,627,262,730,241,814,283,2022-09-28 14_30_19.226531-1315.jpg
165,307,267,257,357,275,625,261,718,249,808,282,2022-09-28 14_30_19.232408-1316.jpg
169,304,266,259,352,280,631,262,730,248,806,280,2022-09-28 14_30_19.239145-1317.jpg
165,300,270,259,353,279,630,262,729,244,806,282,2022-09-28 14_30_19.245151-1318.jpg
176,303,267,258,354,280,623,261,729,245,807,282,2022-09-28 14_30_19.251955-1319.jpg
172,306,268,259,355,278,625,263,730,248,805,284,2022-09-28 14_30_19.257557-1320.jpg
170,309,266,261,354,279,630,260,730,248,804,283,2022-09-28 14_30_19.263943-1321.jpg
171,304,267,255,354,271,630,261,731,246,806,283,2022-09-28 14_30_19.270128-1322.jpg
170,301,265,251,361,276,631,261,726,245,810,282,2022-09-28 14_30_19.276516-1323.jpg
171,303,270,258,356,279,630,262,731,241,805,282,2022-09-28 14_30_19.282634-1324.jpg
170,303,262,259,361,280,627,261,732,244,811,272,2022-09-28 14_30_19.289112-1325.jpg
168,308,269,253,353,275,627,262,727,242,806,280,2022-09-28 14_30_19.295103-1326.jpg
170,306,268,255,357,279,628,260,733,245,810,283,2022-09-28 14_30_19.301645-1327.jpg
169,310,265,261,349,276,631,263,733,244,809,281,2022-09-28 14_30_19.307669-1328.jpg
171,305,263,258,357,275,628,265,733,238,808,282,2022-09-28 14_30_19.316026-1329.jpg
172,303,269,254,356,278,636,262,731,242,809,282,2022-09-28 14_30_19.322492-1330.jpg
173,303,263,252,358,279,632,260,732,243,806,281,2022-09-28 14_30_19.327936-1331.jpg
168,305,269,257,360,280,627,261,728,247,810,284,2022-09-28 14_30_19.332315-1332.jpg
170,308,269,261,354,277,629,260,729,245,806,283,2022-09-28 14_30_19.339400-1333.jpg
175,306,268,255,360,278,631,262,726,242,807,284,2022-09-28 14_30_19.348146-1334.jpg
171,298,262,262,348,278,628,265,728,248,808,283,2022-09-28 14_30_19.357294-1335.jpg
171,303,267,256,355,279,625,260,729,245,808,281,2022-09-28 14_30_19.365094-1336.jpg
176,298,266,260,358,279,628,259,722,248,804,280,2022-09-28 14_30_19.373617-1337.jpg
168,303,268,257,354,279,628,264,729,243,808,283,2022-09-28 14_30_19.380432-1338.jpg
173,304,269,257,358,279,627,264,727,252,805,284,2022-09-28 14_30_19.385987-1339.jpg
173,303,266,255,354,275,634,258,733,241,806,279,2022-09-28 14_30_19.390618-1340.jpg
177,299,270,257,356,275,637,260,729,245,807,281,2022-09-28 14_30_19.394135-1341.jpg
174,305,264,260,355,279,636,259,728,242,805,282,2022-09-28 14_30_19.397541-1342.jpg
172,302,268,254,352,279,621,263,735,245,806,280,2022-09-28 14_30_19.401501-1343.jpg
170,302,267,255,358,276,632,261,721,242,812,283,2022-09-28 14_30_19.407423-1344.jpg
177,299,264,258,355,275,627,259,733,241,806,281,2022-09-28 14_30_19.413627-1345.jpg
170,309,267,257,355,275,630,263,732,239,814,286,2022-09-28 14_30_19.420534-1346.jpg
167,306,266,255,355,278,631,263,730,241,811,276,2022-09-28 14_30_19.426682-1347.jpg
164,305,269,258,360,275,628,261,735,244,807,279,2022-09-28 14_30_19.432376-1348.jpg
168,304,263,257,357,275,633,261,733,239,806,281,2022-09-28 14_30_19.438769-1349.jpg
171,304,266,262,358,276,629,263,736,242,805,278,2022-09-28 14_30_19.444990-1350.jpg
170,304,264,257,352,275,628,262,731,240,805,284,2022-09-28 14_30_19.451973-1351.jpg
172,303,267,257,361,278,628,264,728,239,807,281,2022-09-28 14_30_19.461094-1352.jpg
170,300,267,259,354,275,627,262,726,240,805,278,2022-09-28 14_30_19.470606-1353.jpg
175,306,270,256,359,274,631,261,724,243,807,284,2022-09-28 14_30_19.478851-1354.jpg
171,304,268,253,359,277,628,262,732,241,806,282,2022-09-28 14_30_19.485063-1355.jpg
173,305,268,256,358,273,627,262,729,242,804,279,2022-09-28 14_30_19.490496-1356.jpg
174,300,267,259,357,275,631,262,733,240,810,279,2022-09-28 14_30_19.494244-1357.jpg
167,307,267,256,351,277,629,264,725,244,812,283,2022-09-28 14_30_19.497712-1358.jpg
171,304,269,255,356,277,633,262,733,237,807,278,2022-09-28 14_30_19.501879-1359.jpg
176,300,269,257,353,276,630,261,732,244,809,281,2022-09-28 14_30_19.507665-1360.jpg
172,304,269,249,351,276,630,262,727,241,804,281,2022-09-28 14_30_19.513935-1361.jpg
174,301,266,252,352,274,634,258,728,240,809,281,2022-09-28 14_30_19.520233-1362.jpg
170,300,268,259,353,275,630,262,729,238,805,282,2022-09-28 14_30_19.526563-1363.jpg
175,306,266,259,355,274,639,260,729,244,805,282,2022-09-28 14_30_19.532378-1364.jpg
181,303,268,252,358,273,634,263,729,247,806,281,2022-09-28 14_30_19.538829-1365.jpg
177,305,268,255,357,277,628,261,726,244,806,281,2022-09-28 14_30_19.545751-1366.jpg
179,303,271,260,359,276,633,263,726,245,808,283,2022-09-28 14_30_19.551978-1367.jpg
177,309,265,269,357,275,629,258,733,250,792,277,2022-09-28 14_30_19.558901-1368.jpg
182,312,245,277,352,277,632,259,734,255,803,281,2022-09-28 14_30_19.563935-1369.jpg
184,314,264,280,361,277,629,262,736,257,807,291,2022-09-28 14_30_19.570178-1370.jpg
181,313,257,280,359,279,631,260,738,256,802,285,2022-09-28 14_30_19.576762-1371.jpg
183,311,264,284,355,278,627,261,742,255,804,293,2022-09-28 14_30_19.582539-1372.jpg
178,317,257,288,349,277,625,265,733,263,811,301,2022-09-28 14_30_19.589352-1373.jpg
183,318,261,288,356,274,628,264,743,269,817,295,2022-09-28 14_30_19.595155-1374.jpg
174,313,264,283,358,277,628,261,739,270,809,299,2022-09-28 14_30_19.601731-1375.jpg
181,314,268,289,361,277,626,262,728,262,814,301,2022-09-28 14_30_19.607466-1376.jpg
169,313,261,284,350,277,624,262,739,269,807,298,2022-09-28 14_30_19.613913-1377.jpg
174,313,255,291,364,276,618,264,740,266,818,301,2022-09-28 14_30_19.622095-1378.jpg
177,315,258,289,355,280,628,263,738,269,806,293,2022-09-28 14_30_19.628340-1379.jpg
184,313,253,289,362,275,623,261,735,263,807,293,2022-09-28 14_30_19.633906-1380.jpg
176,313,255,283,354,280,621,263,736,265,800,294,2022-09-28 14_30_19.639412-1381.jpg
182,313,254,284,353,279,620,262,732,261,805,291,2022-09-28 14_30_19.645000-1382.jpg
172,312,256,281,352,275,620,262,739,261,813,294,2022-09-28 14_30_19.651557-1383.jpg
177,310,257,272,356,276,615,263,728,253,805,286,2022-09-28 14_30_19.657533-1384.jpg
173,312,257,280,358,276,617,257,743,256,804,289,2022-09-28 14_30_19.663996-1385.jpg
174,316,249,269,359,273,621,259,735,249,801,287,2022-09-28 14_30_19.672863-1386.jpg
171,315,250,268,354,275,622,259,740,256,806,290,2022-09-28 14_30_19.679597-1387.jpg
170,308,252,263,363,276,622,259,745,251,803,284,2022-09-28 14_30_19.685900-1388.jpg
174,312,251,270,355,275,624,263,741,249,808,285,2022-09-28 14_30_19.690344-1389.jpg
170,307,254,268,354,274,618,261,747,248,806,289,2022-09-28 14_30_19.694902-1390.jpg
173,312,257,267,352,276,617,262,736,254,801,281,2022-09-28 14_30_19.701745-1391.jpg
173,311,267,270,358,277,623,261,733,249,802,285,2022-09-28 14_30_19.707677-1392.jpg
175,304,265,261,355,280,623,258,726,249,801,279,2022-09-28 14_30_19.714036-1393.jpg
173,308,267,261,356,276,627,263,735,245,807,282,2022-09-28 14_30_19.723201-1394.jpg
174,310,257,257,351,270,636,256,739,250,806,279,2022-09-28 14_30_19.729574-1395.jpg
170,306,264,256,346,276,627,254,734,243,802,283,2022-09-28 14_30_19.735496-1396.jpg
177,300,264,264,353,279,623,253,729,241,802,280,2022-09-28 14_30_19.740076-1397.jpg
173,311,270,253,353,279,629,261,728,242,810,283,2022-09-28 14_30_19.745372-1398.jpg
169,310,263,255,347,275,629,261,728,232,807,287,2022-09-28 14_30_19.751544-1399.jpg
165,313,264,255,356,278,618,261,727,247,809,284,2022-09-28 14_30_19.758621-1400.jpg
170,306,270,257,354,279,620,264,730,246,809,280,2022-09-28 14_30_19.763943-1401.jpg
172,301,268,260,356,277,627,264,727,247,808,284,2022-09-28 14_30_19.770331-1402.jpg
172,304,269,253,353,276,629,263,729,244,806,282,2022-09-28 14_30_19.776506-1403.jpg
168,312,268,259,354,278,630,258,736,242,805,277,2022-09-28 14_30_19.782808-1404.jpg
171,307,265,256,354,276,626,262,726,243,808,283,2022-09-28 14_30_19.789348-1405.jpg
171,305,271,256,359,276,632,261,729,241,808,280,2022-09-28 14_30_19.795156-1406.jpg
168,305,267,257,356,275,619,265,729,243,806,282,2022-09-28 14_30_19.801644-1407.jpg
172,302,266,255,355,276,626,262,728,242,806,281,2022-09-28 14_30_19.807524-1408.jpg
171,308,264,256,350,278,623,262,726,240,807,282,2022-09-28 14_30_19.813786-1409.jpg
173,301,265,260,353,278,630,263,731,240,807,280,2022-09-28 14_30_19.820295-1410.jpg
171,300,267,254,352,278,627,262,733,246,809,282,2022-09-28 14_30_19.826882-1411.jpg
172,300,268,257,352,277,624,265,727,241,806,281,2022-09-28 14_30_19.832427-1412.jpg
170,302,267,254,356,276,632,259,732,239,808,282,2022-09-28 14_30_19.838789-1413.jpg
176,300,267,255,359,275,629,261,729,242,809,284,2022-09-28 14_30_19.845245-1414.jpg
177,302,270,258,355,278,629,263,730,243,810,283,2022-09-28 14_30_19.854731-1415.jpg
175,302,268,259,355,279,626,263,723,244,809,282,2022-09-28 14_30_19.861125-1416.jpg
176,300,272,253,349,281,628,261,732,247,811,281,2022-09-28 14_30_19.866537-1417.jpg
179,299,269,259,356,275,630,259,730,247,802,281,2022-09-28 14_30_19.871707-1418.jpg
169,309,266,258,353,275,630,263,732,241,807,279,2022-09-28 14_30_19.877027-1419.jpg
168,304,270,257,355,276,634,261,729,245,805,279,2022-09-28 14_30_19.882566-1420.jpg
172,302,270,256,353,280,629,259,728,240,806,279,2022-09-28 14_30_19.888950-1421.jpg
173,305,268,256,353,277,632,261,730,245,804,281,2022-09-28 14_30_19.895035-1422.jpg
171,307,265,258,353,277,628,262,728,243,809,282,2022-09-28 14_30_19.901657-1423.jpg
172,302,269,260,355,278,630,263,727,240,806,282,2022-09-28 14_30_19.907512-1424.jpg
173,302,266,259,354,276,630,263,730,247,805,279,2022-09-28 14_30_19.913860-1425.jpg
175,300,266,257,353,275,631,262,732,243,808,279,2022-09-28 14_30_19.920387-1426.jpg
171,304,266,259,355,280,631,263,729,241,806,280,2022-09-28 14_30_19.926667-1427.jpg
173,304,268,255,353,277,623,262,724,244,805,279,2022-09-28 14_30_19.932469-1428.jpg
173,303,267,256,350,276,630,262,726,243,805,281,2022-09-28 14_30_19.938834-1429.jpg
170,300,266,260,354,279,634,258,729,242,807,283,2022-09-28 14_30_19.945288-1430.jpg
167,304,265,256,354,281,628,263,725,244,809,282,2022-09-28 14_30_19.951787-1431.jpg
170,302,263,257,352,278,628,261,726,241,806,278,2022-09-28 14_30_19.958063-1432.jpg
168,304,267,260,354,280,623,265,728,240,809,279,2022-09-28 14_30_19.963808-1433.jpg
172,298,268,257,353,279,623,261,725,243,807,281,2022-09-28 14_30_19.970532-1434.jpg
174,298,263,256,349,278,623,259,724,244,806,281,2022-09-28 14_30_19.976743-1435.jpg
170,303,266,252,352,278,627,263,731,240,806,281,2022-09-28 14_30_19.982726-1436.jpg
173,298,265,256,350,279,627,260,732,245,805,281,2022-09-28 14_30_19.988886-1437.jpg
169,300,267,260,352,279,628,262,733,242,806,277,2022-09-28 14_30_19.995083-1438.jpg
169,298,267,258,351,277,629,261,730,239,807,279,2022-09-28 14_30_20.001715-1439.jpg
172,302,267,255,352,275,623,262,732,243,809,284,2022-09-28 14_30_20.007704-1440.jpg
171,302,267,259,353,275,630,262,731,240,808,283,2022-09-28 14_30_20.016335-1441.jpg
170,304,268,254,351,278,625,262,727,247,803,277,2022-09-28 14_30_20.023055-1442.jpg
178,300,269,256,353,277,627,261,731,246,805,281,2022-09-28 14_30_20.028634-1443.jpg
173,301,266,255,352,275,625,262,731,242,807,285,2022-09-28 14_30_20.032804-1444.jpg
174,300,266,256,351,278,631,260,728,243,804,279,2022-09-28 14_30_20.038823-1445.jpg
171,299,266,258,357,275,631,260,732,241,807,279,2022-09-28 14_30_20.045265-1446.jpg
170,303,265,256,354,277,628,264,728,240,809,279,2022-09-28 14_30_20.051596-1447.jpg
173,300,266,256,351,280,626,262,728,247,804,279,2022-09-28 14_30_20.057938-1448.jpg
175,299,266,259,354,279,631,261,728,243,810,283,2022-09-28 14_30_20.066608-1449.jpg
173,298,265,255,352,277,629,261,731,244,806,280,2022-09-28 14_30_20.073290-1450.jpg
177,302,265,253,354,279,631,260,730,238,802,278,2022-09-28 14_30_20.079056-1451.jpg
178,298,265,258,351,277,629,261,730,244,807,281,2022-09-28 14_30_20.083008-1452.jpg
175,312,268,262,351,276,632,260,732,245,811,284,2022-09-28 14_30_20.088755-1453.jpg
177,299,274,253,356,276,631,262,729,239,804,280,2022-09-28 14_30_20.095072-1454.jpg
173,301,268,261,344,277,627,263,732,247,806,280,2022-09-28 14_30_20.101728-1455.jpg
172,303,268,256,354,278,630,263,729,249,806,283,2022-09-28 14_30_20.107550-1456.jpg
174,300,267,259,356,276,630,262,733,245,805,284,2022-09-28 14_30_20.113863-1457.jpg
177,298,263,257,352,274,627,263,727,244,806,281,2022-09-28 14_30_20.120299-1458.jpg
170,301,266,256,352,279,631,262,729,242,808,283,2022-09-28 14_30_20.126540-1459.jpg
173,301,267,260,358,274,630,261,729,242,805,279,2022-09-28 14_30_20.132484-1460.jpg
174,299,264,260,355,281,631,259,728,244,809,281,2022-09-28 14_30_20.139059-1461.jpg
171,300,266,258,354,277,629,263,731,245,805,283,2022-09-28 14_30_20.145684-1462.jpg
169,302,268,256,356,275,633,260,731,240,800,281,2022-09-28 14_30_20.151727-1463.jpg
176,302,266,257,352,277,634,259,731,240,804,280,2022-09-28 14_30_20.157901-1464.jpg
172,297,266,256,352,277,631,261,729,243,805,281,2022-09-28 14_30_20.164050-1465.jpg
175,295,267,257,352,274,634,261,731,244,808,279,2022-09-28 14_30_20.170355-1466.jpg
175,299,268,258,358,280,632,265,728,246,811,283,2022-09-28 14_30_20.176686-1467.jpg
178,300,268,255,355,277,633,260,731,241,809,279,2022-09-28 14_30_20.186172-1468.jpg
173,299,268,256,352,277,635,260,728,238,811,280,2022-09-28 14_30_20.194115-1469.jpg
175,297,263,255,350,274,636,261,727,243,808,284,2022-09-28 14_30_20.199832-1470.jpg
175,298,268,253,353,279,638,261,734,246,808,281,2022-09-28 14_30_20.205855-1471.jpg
175,301,267,257,355,280,634,261,727,247,806,282,2022-09-28 14_30_20.210769-1472.jpg
175,299,265,255,354,280,630,264,730,244,803,277,2022-09-28 14_30_20.214334-1473.jpg
172,299,265,260,355,276,627,260,727,244,807,280,2022-09-28 14_30_20.220386-1474.jpg
169,301,265,256,354,276,631,261,731,244,806,282,2022-09-28 14_30_20.226745-1475.jpg
172,301,258,256,356,278,626,261,734,240,811,281,2022-09-28 14_30_20.232819-1476.jpg
176,299,268,260,349,277,637,260,726,243,804,279,2022-09-28 14_30_20.239349-1477.jpg
177,299,267,259,354,278,633,261,732,244,805,279,2022-09-28 14_30_20.245357-1478.jpg
173,303,268,257,348,279,633,263,728,242,807,282,2022-09-28 14_30_20.251641-1479.jpg
175,301,266,256,351,280,628,262,734,239,805,282,2022-09-28 14_30_20.257688-1480.jpg
175,301,268,256,351,275,629,261,726,245,802,280,2022-09-28 14_30_20.263863-1481.jpg
169,299,269,261,357,280,633,262,728,244,808,283,2022-09-28 14_30_20.270352-1482.jpg
178,300,268,261,354,276,635,260,726,239,804,279,2022-09-28 14_30_20.276767-1483.jpg
178,303,263,254,349,278,618,261,728,234,806,279,2022-09-28 14_30_20.286592-1484.jpg
177,303,265,257,343,276,628,260,728,241,806,281,2022-09-28 14_30_20.294462-1485.jpg
170,301,267,251,353,278,629,263,727,246,805,281,2022-09-28 14_30_20.299941-1486.jpg
172,307,263,260,352,275,632,269,729,244,804,282,2022-09-28 14_30_20.306016-1487.jpg
169,307,269,258,356,275,631,261,729,248,806,279,2022-09-28 14_30_20.313842-1488.jpg
177,302,266,256,353,277,631,263,736,234,806,278,2022-09-28 14_30_20.322289-1489.jpg
175,305,264,256,352,275,631,261,732,239,801,279,2022-09-28 14_30_20.327467-1490.jpg
177,307,267,256,352,275,636,261,734,243,806,279,2022-09-28 14_30_20.332129-1491.jpg
173,302,268,256,354,280,633,260,731,243,807,283,2022-09-28 14_30_20.335425-1492.jpg
174,299,267,258,354,278,627,260,730,246,808,281,2022-09-28 14_30_20.339329-1493.jpg
174,300,267,256,351,276,636,257,730,239,803,282,2022-09-28 14_30_20.345328-1494.jpg
169,306,267,257,355,279,631,261,733,247,809,281,2022-09-28 14_30_20.351525-1495.jpg
180,303,265,262,348,281,633,262,729,245,806,283,2022-09-28 14_30_20.357855-1496.jpg
178,307,265,259,346,275,633,259,730,243,805,280,2022-09-28 14_30_20.364095-1497.jpg
169,301,263,258,353,279,629,261,733,247,807,281,2022-09-28 14_30_20.372365-1498.jpg
167,307,266,256,358,277,625,264,733,243,808,283,2022-09-28 14_30_20.379280-1499.jpg
210,267,320,226,421,263,653,274,768,259,853,323,2022-09-28 14_30_11.045309-0.jpg
197,272,318,227,412,259,649,278,770,256,844,317,2022-09-28 14_30_11.061441-1.jpg
195,276,314,227,405,261,652,275,760,262,845,317,2022-09-28 14_30_11.071562-2.jpg
196,270,315,229,400,262,652,280,760,261,839,319,2022-09-28 14_30_11.078708-3.jpg
196,271,316,231,410,262,649,275,753,260,841,317,2022-09-28 14_30_11.083341-4.jpg
194,272,314,230,403,264,653,275,755,259,836,316,2022-09-28 14_30_11.087229-5.jpg
187,279,313,229,400,266,655,276,755,260,837,315,2022-09-28 14_30_11.092228-6.jpg
191,276,307,229,402,261,650,280,754,263,837,317,2022-09-28 14_30_11.096579-7.jpg
194,275,309,230,408,264,637,281,751,263,836,315,2022-09-28 14_30_11.099609-8.jpg
190,281,310,231,394,268,645,283,748,263,834,321,2022-09-28 14_30_11.102473-9.jpg
190,278,310,236,394,264,643,282,751,256,827,315,2022-09-28 14_30_11.105470-10.jpg
160,298,285,252,362,278,609,263,745,236,828,292,2022-09-28 14_30_11.110113-11.jpg
157,301,284,252,369,276,612,264,734,241,825,295,2022-09-28 14_30_11.114880-12.jpg
158,306,287,254,373,280,607,263,740,241,821,299,2022-09-28 14_30_11.117747-13.jpg
165,294,277,251,373,277,608,263,734,239,822,294,2022-09-28 14_30_11.120514-14.jpg
167,294,286,253,361,278,615,262,742,237,819,298,2022-09-28 14_30_11.123351-15.jpg
165,296,279,250,361,279,608,262,749,242,816,290,2022-09-28 14_30_11.128476-16.jpg
160,297,283,253,374,278,600,265,744,241,817,296,2022-09-28 14_30_11.132541-17.jpg
167,289,280,249,364,280,612,269,753,248,817,296,2022-09-28 14_30_11.136203-18.jpg
157,307,280,250,367,277,604,263,744,236,818,301,2022-09-28 14_30_11.139257-19.jpg
160,303,272,253,367,281,609,262,744,241,817,294,2022-09-28 14_30_11.144603-20.jpg
161,300,282,251,372,278,601,263,738,244,819,292,2022-09-28 14_30_11.149410-21.jpg
160,302,277,251,369,284,605,268,739,244,816,298,2022-09-28 14_30_11.152492-22.jpg
166,295,281,256,365,277,609,267,744,247,826,306,2022-09-28 14_30_11.155348-23.jpg
159,302,277,254,369,275,608,265,738,248,818,298,2022-09-28 14_30_11.159313-24.jpg
155,304,274,255,365,277,608,267,735,242,814,288,2022-09-28 14_30_11.163930-25.jpg
163,298,276,257,366,276,604,264,745,246,821,297,2022-09-28 14_30_11.168663-26.jpg
